	Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8	Sample 9	Sample 10	Sample 11	Sample 12	Sample 13	Sample 14	Sample 15	Sample 16	Sample 17	Sample 18	Sample 19	Sample 20	Sample 21	Sample 22	Sample 23	Sample 24	Sample 25	Sample 26	Sample 27	Sample 28	Sample 29	Sample 30	Sample 31	Sample 32	Sample 33
22891	4.372952098	5.566206293	2.014355293	3.232660757	3.552131108	0.286881148	1.63691458	3.720278465	5.95373085	5.414812061	2.761285273	2.691534165	2.570462931	5.037382222	2.114367025	2.731183242	3.867896464	3.517275693	4.23878686	3.339137385	2.495695163	3.185866545	4.653633311	5.428946345	5.027242536	5.087462841	3.754887502	3.276496666	4.599317794	4.718087584	2.077242999	1.13093087	6.282439805
22893	6.504779271	6.61117238	6.752079531	6.572586549	7.144556282	6.98436149	6.666330536	6.967168608	6.419201774	6.486875235	7.274820737	6.668175869	6.774655301	6.795325387	6.541174073	6.412950846	6.827819025	7.069422914	7.065119891	6.600507645	7.039577103	6.845490051	6.847871667	6.652199648	7.18299018	6.288173968	7.180903709	7.027353134	7.07317756	6.514595715	7.037931255	7.48188014	6.668459557
22894	2.422233001	4.827819025	5.013908845	4.993221467	4.44625623	4.449561375	3.987320866	4.034743949	5.059614856	4.551516018	4.766595162	4.111031312	4.718635616	4.525442506	4.60940039	4.110196178	4.14974712	4.878725341	3.975446766	2.707082992	4.608217853	3.99004722	4.203201156	4.10433666	3.975446766	4.541019153	4.253232939	3.485426827	4.627606838	4.605257263	6.238213641	3.758089934	3.993674362
22895	5.243745235	5.124741692	4.83541884	4.280213996	4.796493929	4.518535139	4.37086174	5.165107985	5.037821465	5.5360529	4.521678952	5.160678213	4.787641414	4.511594542	5.039577103	5.175923742	5.131342539	5.350143602	4.652486495	5.549053029	5.337354298	4.868884273	5.050501697	4.977737849	5.084064265	5.196921734	4.43496176	4.627023106	5.410069692	4.99095486	4.764473551	4.918863237	5.230356745
22897	6.617063344	7.485265803	5.937108946	6.517275693	6.017476563	6.733083132	7.183188734	7.132371199	7.093074182	7.33217085	7.602364826	6.968090752	7.323370069	6.15035658	7.323550215	7.478324711	7.285217246	6.570462931	8.023754353	7.672000957	6.669735463	7.301861967	7.545813963	6.968321196	7.340562269	6.934280594	6.474436043	7.025028794	7.152081989	7.328405659	7.660209873	7.866969778	7.147408465
22899	4.950934928	4.424250286	5.191404729	4.713695815	4.669593751	4.709290636	4.499527024	4.718087584	5.029452886	4.089159132	3.874796966	4.720278465	3.837943242	4.766595162	4.361066489	4.059182199	4.171527106	4.768184325	5.012121673	4.821199978	5.416164165	4.107687869	4.201633861	5.490249211	5.121015401	4.053980168	4.605257263	4.641546029	5.057016965	5.387845013	3.804260116	3.307428525	5.017031081
229	5.53822774	4.299391206	3.820689561	4.397118409	4.308885057	4.214124805	3.658782734	4.502712486	4.19061486	5.048759312	4.034743949	5.18030702	3.707082992	4.934516502	3.625270489	4.341985747	4.915042791	2.927896454	3.936402378	4.64096791	4.10349764	3.578938713	4.422905743	4.649615459	5.108524457	4.009884589	4.203201156	4.672990994	4.607626221	4.503984704	3.69265037	3.798050515	5.005849076
2290	10.65100683	10.44140878	9.731386921	10.44045394	9.701115823	10.49849023	10.1982363	10.12361706	10.5844834	10.77843037	10.12369465	10.13045473	10.28511319	9.838226961	9.592774694	10.19657754	10.4819104	10.39834823	10.1776936	10.7827198	10.29919657	10.54204519	10.18936747	10.65655	10.14571566	10.67867936	10.15517241	10.20202584	10.54253859	10.69973727	10.01523383	9.900715891	10.4840777
22900	5.451540833	3.442280035	6.526538363	4.173127433	4.268284667	4.468583317	5.188638295	4.521050737	5.013908845	3.845991771	4.283921772	4.751677946	5.147306699	6.174725988	5.324810603	5.058316496	5.528571319	4.550285049	5.828834649	5.173926932	4.402585758	4.332707934	4.696550301	5.680042993	4.368069877	4.932155684	4.941106311	4.98550043	4.906409617	3.995484519	4.988684687	4.319039816	4.062639828
22902	6.135863165	6.120186028	6.574101508	5.381975479	6.18408189	5.990501111	5.972462907	6.335747634	6.29186137	6.53714073	6.064581109	5.676944359	5.560409266	5.876025733	6.491692788	6.035183997	5.424922088	6.569703738	6.553514104	6.549669171	6.123500664	6.408542042	5.754353072	6.142209191	6.66035251	5.928133408	6.191799501	6.014578465	6.906529877	6.087674987	6.056366761	6.013238915	5.207502459
22903	4.993674362	6.424082287	6.857607836	6.456313341	8.509260371	6.529508641	6.287065907	6.014801602	7.076494963	6.454998363	6.671434917	4.023255352	6.97819563	8.14067642	6.118525849	7.100662339	6.412781525	6.581351247	9.53508093	6.604219619	7.000225403	5.835166157	4.614709844	6.289096702	7.541406423	5.726831217	7.405652061	4.934516502	7.398572696	6.533563348	7.687270693	6.239932613	7.46008724
22904	7.854681413	7.778471434	4.671293372	6.13442632	6.628627802	7.592307527	6.616475329	7.280213996	7.16540952	7.015359295	6.124121312	6.719731057	6.025471815	7.099821179	6.729416815	6.817239511	7.385776138	8.056583528	5.465648026	6.026800059	7.493615314	7.079164742	6.805163453	6.999549087	6.672990994	8.235487739	6.623369416	8.09000653	6.9185055	7.678635348	5.630230716	6.021923839	7.554051578
22905	5.150559677	6.765932493	4.709842019	6.691115365	6.653490009	6.605257263	7.071998581	7.133501878	6.325170512	7.216745858	6.564683017	5.349436052	5.940636607	5.612352499	5.819668183	6.640244936	6.602884409	6.789207575	5.997066545	8.199966742	6.784634846	7.364659972	6.54565954	5.329841177	6.879828273	6.04679661	7.019034669	8.526303606	5.302319051	4.748461233	6.28965006	6.744968348	6.076174257
22906	6.148120631	6.556735948	6.049848549	6.738497644	6.418864577	6.704180323	7.120393416	6.517905554	6.749534268	7.257953495	7.193870285	6.528102429	7.184478671	6.400196342	7.131033798	6.49057013	6.207502459	6.723148957	6.808127587	7.649830985	6.463687842	6.690696444	6.429113779	6.468583317	7.426767933	6.386293635	6.791814071	7.85692346	7.176621973	6.982993575	7.342874708	6.220329955	6.531225485
22907	8.663131103	9.253847485	9.274960472	8.841973119	8.919042073	9.299139317	9.256845551	8.548629279	8.683942028	9.036750575	8.399683809	9.436378414	9.305468992	8.937520951	9.30103885	8.869192825	8.878541438	8.560600329	9.259790333	9.609030951	9.444020969	9.076975888	9.268518608	6.944389962	9.133270675	8.652450642	9.313948704	9.120341571	9.18717884	8.329123596	9.391823559	8.826770912	8.549284113
22908	7.550362015	8.614930648	9.736469582	7.23457796	7.8615212	8.448240225	8.459472604	8.328540299	8.020368851	8.617467465	7.730232357	8.466790238	8.115303806	8.812883235	8.849999259	8.233475879	7.406077422	8.014968933	7.419623159	7.800058622	7.944916996	7.572738117	8.016306878	7.614783449	8.500881705	7.560485694	8.45001524	8.347931354	7.964225332	7.755688777	8.24431626	8.386379867	6.939696741
22909	6.203788453	6.629648044	6.977394419	6.820051285	6.083213368	6.76540214	6.542877099	6.226893814	6.407012774	6.21916852	7.119356177	6.583308465	6.872459422	6.74281467	5.984133595	6.404800964	6.823876711	6.305970521	6.533096079	6.37521324	7.135657989	5.630813152	6.405481882	6.504620392	6.135042286	6.226315849	5.927896454	5.684538249	6.41379715	5.850749426	7.104231809	6.976363636	7.48703608
22913	9.404460384	8.664340612	9.712802101	9.509299965	7.802580986	8.474436043	8.430787051	7.826294245	9.707324617	8.523248293	9.27367906	8.947373942	9.306038898	9.178390974	8.793505772	9.870333892	8.720039	8.646630708	8.733422135	9.424229287	9.359815435	9.175374895	8.875964319	9.511930509	8.960697039	9.128149025	9.314288671	8.565521018	8.227327135	8.952857706	8.797466992	8.951780101	8.571525131
22914	4.320484678	2.378511623	2.295723025	4.473137488	2.825785627	1.608809243	1.521050737	2.879705766	3.012568674	2.280956314	2.675815931	3.436961338	2.375734539	3.085764554	2.056583528	3.367371066	5.18070484	1.669026766	2.007195501	3.583759754	4.751677946	2.987320866	3.054848477	1.521050737	1.948600847	3.073820233	3.203201156	4.15704371	3.168321116	1.807354922	1.794935663	3.282439805	2.545968369
22915	1.485426827	2.622930351	3.316145742	1.521050737	1.922197848	1.384049807	2.89917563	1.521050737	1.22650853	2.865918815	1.263034406	2.769771739	2.032100843	1.49057013	2.691534165	1.66448284	2.475084883	1.883620816	2.503348735	1.560714954	2.042644337	2.709290636	3.564378169	3.065227623	3.283921772	1.480265122	1.448900951	2.269033146	2.263034406	1.757023247	0.831877241	3.189033824	2.217230716
22916	6.796104521	7.732201351	7.593428474	7.962896005	6.618825953	6.916596068	7.141596278	7.749333134	8.378685014	7.776564629	7.889047583	7.099505617	7.570994129	8.57500972	7.690486938	8.880777344	7.484218708	7.643351158	8.423662202	7.620952902	8.25124569	6.275193334	8.350276229	6.645730475	6.801805344	8.206281802	8.537994878	7.744564778	7.46458659	6.991068275	8.567651918	8.745338188	7.633358551
22918	3.112700133	1.879705766	2.929790998	2.752748591	1.996388746	3.232660757	2.959770155	2.897240426	3.137503524	2.427606173	2.922197848	2.438292852	2.217230716	1.925999419	2.384049807	2.704871964	2.558267634	2.321928095	2.480265122	2.378511623	2.735522177	2.715893371	2.007195501	2.09423607	2.867896464	2.987320866	2.523561956	2.580145484	2.815575429	2.601696516	2.073820233	2.475084883	2.589763487
22919	6.184875343	8.737889525	9.743151394	8.208624553	8.398786438	7.872582545	7.620146497	9.111579107	8.430327094	7.656996822	8.461070114	8.811952619	8.904604518	8.812337774	8.885421839	8.945326777	8.909833095	8.423368071	8.174376455	7.936225682	7.393604969	8.390254956	7.721099189	6.810828662	8.36207532	8.373561216	8.716202134	7.672496061	8.286049437	8.413585621	9.101555535	8.60203071	7.564378169
22920	5.828326926	7.130622041	7.031439309	6.476867689	6.215872703	6.302136235	5.988911865	6.564683017	6.99004722	7.503110175	6.117487266	7.172227468	7.479295243	7.592830744	6.257199243	6.493935486	8.492093525	7.255123015	7.34402954	6.153602696	5.992088609	5.648753033	5.641835002	6.394719913	6.931683057	6.996501735	7.560332834	6.719320364	7.585938995	7.248971191	6.38663853	7.500164679	7.572586549
22924	7.390856814	6.661350569	6.119771162	7.745976779	7.781556431	7.405311683	7.74919903	8.83092712	8.794058398	8.447785801	8.500881705	9.779013427	8.077189581	7.64096791	7.798050515	7.98851428	8.059182199	8.552938017	8.583646945	7.314333994	9.36104455	7.298383386	9.184974494	7.863071186	7.826612041	9.112934656	7.329572126	7.678987388	8.874335908	8.64954361	7.458283564	8.10234319	9.031632288
22925	2.070389328	3.056583528	2.166715445	1.286881148	4.333423734	3.270528942	2.865918815	3.247927513	3.246408087	3.592158002	3.300123725	1.963474124	2.500802053	1.416839742	3.549669171	2.976363636	3.7322692	4.09423607	1.925999419	3.258518925	2.718087584	3.148934105	2.350497247	3.533563348	3.147306699	2.941106311	2.90303827	4.300123725	4.211012193	3.155425432	2.871843649	3.456806149	3.056583528
22926	7.126291478	7.293977366	7.339939055	7.050501697	7.154311811	7.133090824	7.464014725	7.472000292	7.03683298	7.331006484	7.203690587	7.875657213	7.066627409	7.017142464	7.371645979	7.502951112	7.972290573	8.0721058	7.425173933	6.368419155	7.052350679	6.638942669	7.357815888	6.323009711	7.434711618	7.640678764	7.27817065	6.183288001	7.686010208	7.425593578	6.996840648	7.881297537	7.542335445
22927	7.485265803	7.152791852	5.186262836	6.1278396	6.301404738	5.971313624	6.559338848	5.674121633	7.221200418	6.681730355	5.575614878	5.321928095	5.850249358	6.668034004	5.978653265	5.263785614	5.644721547	3.906890596	6.630521963	5.331991778	6.274634403	6.494895575	6.72369507	6.795974694	6.497133304	6.665904355	6.21159632	7.018589668	5.860217925	7.173926932	5.457134594	5.098453246	6.358255587
22928	7.242126102	8.334407379	8.09529152	8.554934136	8.38024459	9.627460927	8.435211859	7.40045254	7.670514628	7.465892862	8.239455327	8.235296255	8.896181011	8.867124267	7.154210531	9.086268942	7.845050903	8.191306019	9.531868775	7.028016544	8.317503062	7.65692534	7.632704448	6.614415387	7.815959618	8.257293546	8.164555007	7.123914459	7.70189555	7.203886313	8.125000106	9.566206293	7.792920407
22929	4.936402378	5.895060213	7.424754167	4.799605422	6.636334602	4.933572638	6.525442506	5.899900664	6.224001674	4.516645558	6.277984747	2.914564523	6.450881315	5.121844298	5.394376945	3.998195503	6.620146497	5.69543711	6.176721693	5.671010241	5.828072998	4.736063628	3.224966365	6.169524197	5.977508905	6.275193334	4.887037791	4.029452886	5.812498225	5.775840699	6.729688713	5.967168608	2.873813198
22930	6.870857864	6.881297537	7.356936089	7.466463984	7.444849247	7.584962501	7.822347758	7.354998639	6.976936384	7.60659028	7.947198584	8.146339557	8.043464812	7.167518504	8.029342449	7.358079723	6.911571752	8.006522446	7.829912968	7.301130331	8.28271779	7.878909222	7.309612772	7.919459269	7.537063055	7.483009577	6.531381461	7.724377422	7.269126679	7.06619685	8.069315495	7.509141584	7.23610989
22932	8.58905185	8.807419327	6.724377422	9.225327958	7.950468414	9.274844027	8.623332832	7.373648211	8.304647931	8.601213656	8.561020578	8.065927686	8.634847344	7.952042295	7.846305257	7.718361626	9.232972476	7.629502339	8.970336013	8.096978636	8.031053274	8.895635867	8.618348792	8.174975602	7.719114974	9.048595855	8.423031847	8.899296495	8.148527425	7.905988629	8.374213556	8.619229581	7.905928478
22934	5.386810946	6.096978636	7.984760222	6.926118056	5.880930361	7.324360591	6.268846063	6.592606532	7.005287694	5.949301468	6.253800221	6.576824431	7.201241771	6.483976963	6.379898164	6.998759651	6.864928972	7.067273007	7.020702204	5.71259578	6.706668682	5.558879853	6.577881959	5.944858446	6.683696454	5.462379572	6.732947508	6.812498225	5.77478706	5.597531174	6.811471031	5.459759467	5.871350841
22936	5.85698569	6.385258456	4.555816155	5.161081482	6.404630684	5.150153455	4.550285049	6.343585483	5.936402378	5.894090171	5.292781749	5.795715007	5.145269857	5.323730338	5.540089282	5.062639828	5.517905554	5.049630768	4.843481425	5.484138131	5.023698917	5.463687842	5.547203025	6.248117329	6.220136447	6.190219764	5.887037791	6.364747506	5.49057013	5.969472865	5.11727946	4.909773104	6.022589749
22937	7.965322548	7.799216853	8.008204497	7.824195039	8.127891176	8.601696516	8.69700229	7.960001932	8.189725741	8.623954629	7.82336724	9.034166183	8.32647443	7.984703267	8.589988142	7.611910067	8.869624686	8.697558389	8.155425432	9.347887075	8.180157809	8.687025685	8.634847344	7.275845147	7.728464765	8.739746862	8.586802266	8.82546765	9.629083357	8.672637487	8.24859176	8.281512802	8.380720792
22938	7.986410935	8.464709104	8.880807948	8.234913209	7.711081862	8.043574173	8.436211821	8.063287212	7.682222131	7.615445725	7.696341643	8.198985184	8.188638295	7.883987308	8.066035358	8.230020436	8.259978594	8.400196342	8.209794503	7.898208353	8.291953434	8.029232003	8.65621032	8.28373661	7.809414444	7.826548487	8.237353386	8.127788023	7.698287944	8.082628086	8.229587923	8.824958741	7.563005553
2294	0.344828497	1.014355293	1.372952098	1.925999419	0.475084883	1.744161096	0.887525271	6.175324989	0.90303827	0.604071324	-0.058893689	0.678071905	1.117695043	1.321928095	0.584962501	1.049630768	2.070389328	0.918386234	-0.234465254	1.339137385	0.275007047	1.929790998	-0.01449957	1.570462931	4.326968712	8.015359295	1.389566812	2.295723025	1.063502942	4.596935142	-0.340075442	0.250961574	4.553360503
22941	4.869871406	3.956985925	4.365972428	4.359661722	5.233427944	3.606442228	4.549669171	3.407352751	2.855989697	3.058316496	5.029011087	4.078951341	3.66106548	3.523561956	3.653060017	2.90303827	4.790250739	4.282439805	2.414135533	4.532940288	4.473786912	4.151371776	3.187451054	5.681449265	3.161887682	2.319039816	4.174725988	5.316869805	2.488000771	2.757023247	4.473786912	6.535741941	2.941106311
22943	1.176322773	8.244221105	2.641546029	6.726967417	10.63354927	2.794935663	7.33869182	9.43116327	8.701167818	5.396776011	5.050501697	2.827819025	0.475084883	3.326249701	10.61375264	2.107687869	6.011674533	4.804260116	4.097610797	3.283921772	9.282161767	7.264536431	10.71796767	3.077242999	10.14501505	8.260355044	5.876271361	9.36538197	10.86857566	5.111031312	3.83491343	1.438292852	7.160779041
22944	4.947666157	4.981852653	4.817111573	4.904484098	5.472812666	4.539158811	4.511594542	4.224194664	5.29351763	4.866907978	4.912649865	4.960233672	4.511594542	5.438625538	5.108106224	4.612352499	5.11353382	3.058316496	5.313608657	4	4.629939409	4.954661621	3.314696526	3.894332742	4.90014226	4.671293372	5.897482468	5.012121673	3.961623328	4.091699834	5.429615964	5.441948191	3.12763328
22948	10.16892278	10.38636909	10.39340118	10.08591058	9.821582673	9.486030507	9.352153804	9.813107776	10.08873525	9.90285744	9.493915477	10.59571437	9.161081482	9.745791953	9.866583484	10.32993085	9.849061003	9.3508729	9.479760058	9.667413181	9.787804636	9.999309483	10.10649751	9.321251673	10.03610491	10.1103267	9.144964082	10.20113148	9.362557556	9.711684179	9.987505625	9.262212324	9.004782263
2295	1.189033824	3.023255352	2.464668267	1.049630768	1.565597176	1.021479727	2.545968369	5.185866545	1.163498732	7.206232954	1.989139007	1.82374936	2.283921772	5.036503334	5.889230152	5.914803677	5.710117632	4.675251386	2.039138394	4.344118335	3.177917792	2.739848103	2.615887074	2.469885976	5.979110755	6.333423734	2.250961574	2.841973119	5.26190686	6.110196178	6.08491466	3.160274831	5.898450233
22954	4.030336078	5.267535798	5.357200085	5.407692649	5.314333994	4.942983598	5.599317794	5.422569411	4.675251386	5.331633567	5.148527425	4.214124805	5.257387843	5.268284667	5.114367025	5.927185358	5.827819025	5.82374936	5.72900887	5.502075956	4.469234794	4.778208576	5.7473874	4.939226578	5.200849575	5.587665021	5.805292456	6.058316496	5.441948191	6.070389328	5.135042286	6.193771743	5.266786541
2296	4.679198571	8.120393416	4.488000771	6.311975314	3.737686761	4.66732447	5.576219781	4.9202933	4.554588852	6.926948248	5.715069679	3.263034406	5.374691752	4.871843649	5.634593268	5.118525849	10.29189589	7.134631671	5.352970338	5.879950768	4.288358562	4.971313624	6.152386258	4.931683057	5.754353072	4.173127433	5.822985019	5.525129251	5.871350841	5.276496666	5.093813673	4.267535798	6.277426897
2297	7.039906047	8.232852592	5.553053253	6.145677455	6.728600811	6.533719071	7.318497619	7.567880042	8.143026004	8.426222815	5.170726276	5.017921908	8.009828617	6.607922067	4.307428525	7.312610723	6.733489926	6.426264755	8.099189986	8.270855941	7.644721547	10.0079383	5.642701572	7.656710871	8.394805642	8.312656099	6.299757512	8.331588785	4.574101508	7.789338012	5.99004722	5.305240966	5.473137488
22974	8.766893263	10.06079049	10.70186957	9.704007361	8.533446545	9.362447971	9.472162804	9.443772393	8.252523521	9.434586531	8.49341517	9.919861451	9.84047897	8.996190995	10.15007728	10.03251415	9.314991016	9.162340972	8.853496704	9.111057403	8.884842094	9.858633791	7.047887329	9.246930571	9.732286161	9.453846774	9.260355044	8.559912385	9.615776749	9.603978631	9.086826218	9.106222673	8.842035997
22976	7.491211756	7.419370343	8.209355883	7.589239157	7.605257263	8.03496399	7.832257114	7.455820365	8.152791852	7.401476879	7.811535252	7.745439037	7.48864354	7.519479002	7.865547703	7.805485937	8.300764373	7.294069295	7.830420133	7.741669219	7.392575024	7.617724575	7.377904593	7.451952879	7.92748169	7.495455333	7.492494152	7.400196342	7.63778411	7.440786132	7.940754047	7.441533277	7.000112706
22977	4.659924558	3.951401292	3.462052319	6.501120634	3.690417096	6.115823977	4.303050085	2.912649865	3.063502942	2.114367025	6.13627343	3.240314329	5.648465443	3.161887682	3.368768349	3.529820947	4.086613947	2.956056652	4.084064265	4.305970521	4.504620392	3.329123596	3.507160349	4.544732656	3.148934105	3.411426246	4.008092421	3.624100895	2.192194165	3.435628594	4.314696526	4.916476644	4.252476214
22978	6.898329298	7.732811872	6.887768949	6.772017591	6.926236684	6.55228484	6.477677328	5.933808662	6.823621998	6.373300197	7.716785172	5.932155684	6.546431489	6.112491636	7.155526627	6.541793588	6.825149603	7.69132478	8.175923742	6.307428525	7.536441505	6.691394579	8.055933129	6.33467553	5.874059203	6.224580566	6.385258456	7.080018029	6.14689956	5.853746197	6.212958363	5.951634417	6.118525849
22979	3.805292456	3.343407822	3.249445341	3.17951105	2.875780063	2.198494154	3.684818738	2.430285273	1.910732662	2.702657543	2	3.680324357	2.456806149	3.416839742	2.007195501	2.813524689	3.249445341	2.456806149	3.599317794	3.046141782	2.786596362	2.443606651	2.3950628	2.700439718	2.881664619	1.981852653	2.659924558	2.518535139	2.480265122	2.480265122	2.604071324	2.687060688	2.675815931
22982	7.747924416	7.159064009	4.819668183	5.38024459	7.092862829	5.178316272	6.878847931	7.262564702	6.686080264	8.363784338	5.929554316	4.838951767	5.718361626	7.632777141	7.480265122	7.514911265	6.763278772	6.34269696	7.194067347	5.953265239	8.085339669	7.257010618	5.34020618	8.164504726	7.414812061	6.267910281	7.785027362	6.886306263	7.258989947	7.62139257	6.350143602	7.345272171	6.751008388
22983	5.917193037	5.838951767	5.756222713	5.779785005	5.328764672	5.944155663	5.574101508	4.890933022	5.278728213	4.98230913	5.144862143	5.664767255	5.320484678	5.850499414	5.372255648	5.100977648	6.161484639	5.319039816	5.857980995	5.279099802	5.773732651	6.121637118	5.502394256	5.63343121	6.030115331	5.41040895	4.263034406	6.219749355	6.082787732	5.332707934	5.582857035	5.092545742	5.450551443
22984	5.763677142	6.574858391	6.6114675	6.448240225	6.13524755	6.775050541	6.212569339	4.788163657	6.518377768	6.259649121	5.932628157	6.186659017	6.722466024	6.05853297	5.605849867	7.226893814	6.363521544	4.83491343	6.940284229	6.893847558	4.714245518	6.585563498	6.74443023	5.28169825	5.795195491	5.730639956	6.532628658	6.110613806	5.990728004	4.615887074	6.64038956	5.452529545	5.855242251
22985	8.578938713	8.08294736	8.463483503	8.525168412	8.099032145	8.611504386	8.626329616	7.697801615	8.488884504	8.234242633	8.148527425	8.513056419	8.202417722	7.811727898	8.490730564	7.762083004	9.270669094	8.704802815	8.219023275	8.410196923	8.717882018	9.067703244	8.494215578	8.063449013	8.286280516	8.315376027	7.886245286	8.121637118	8.574669208	8.593801929	8.580861528	7.548051238	8.251056285
22986	3.891419187	4.803743669	3.448900951	3.678071905	4.205548911	3.911691582	3.621758857	4.436961338	2.389566812	4.242602506	3.902073579	4.891905188	3.426264755	3.7473874	3.998195503	3.718087584	4.039138394	4.412104045	4.152994605	5.689299161	4.351910961	4.21490191	4.227278994	4.637494325	5.240695944	2.957914599	4.823239844	4.545968369	3.522306893	4.606442228	4.219555769	4.170726276	2.304511042
22987	0.895302621	1.124328135	1.627606838	1.819668183	3.237257771	1.495695163	1.622930351	0.622930351	0.604071324	1.372952098	1.063502942	2.269033146	1.214124805	2.097610797	2.066950244	0.678071905	2.769771739	2.56315813	1.867896464	1.565597176	0.555816155	0.757023247	0.526068812	0.970853654	2.336283388	2.087462841	1.22650853	2.201633861	1.895302621	0.918386234	0.575312331	3.0721058	1.735522177
22989	3.910732662	4.697106574	3.793895883	3.876762491	4.43629512	3.917431755	4.29130886	3.710393192	4.677508242	4.723558561	4.37920506	4.480911346	3.75595577	4.420886575	3.833902077	4.170726276	4.547819957	5.165911939	4.757556689	3.35614381	3.957914599	4.986865972	6.111865964	4.274261661	4.751677946	4.260778432	4.099295204	4.17951105	3.822730148	4.054848477	4.403949364	3.716990894	3.701549057
2299	4.969472865	5.34553831	5.416839742	6.64918431	5.160678213	5.879215637	5.677508242	6.070174625	5.523248293	6.044394119	4.945794957	5.687900522	6.002252452	6.010332283	5.185073638	5.460414939	6.48058827	5.796493929	5.667040559	6.871966824	6.448900951	6.940401698	6.369466484	6.242030802	6.155020578	5.908092341	5.79753184	6.631395354	5.853995647	5.033863452	6.04176865	5.892391026	5.652486495
22990	3.193771743	4.475084883	4.482848283	3.176322773	4.999549087	4.280956314	5.378511623	5.02103548	4.861955364	4.364572432	4.595742339	2.666756592	4.072963272	3.895302621	4.948133578	4.300123725	4.82374936	4.262282806	4.676944359	4.463360886	3.813524689	3.724650272	3.87774425	4.586164246	5.313608657	3.580145484	5.06995989	3.750606505	4.545968369	4.572889668	4.846493316	4.253232939	4.496334513
22992	7.236492618	7.193278936	7.36728369	7.183486514	8.165309016	7.292965755	7.58029626	7.614194504	7.236205582	7.805098948	8.486392594	6.351380981	6.7977912	7.030667136	8.056637715	6.823112437	9.311907218	8.403054643	7.609548139	8.085180305	8.238834618	7.567880042	7.651338766	7.601993581	7.498570013	6.598871346	6.586314394	7.549592167	7.42315794	7.13524755	7.844737144	8.634012356	7.087462841
22994	6.348905161	5.40053793	6.279285561	5.545041683	5.600210274	5.711494907	6.354205296	5.50779464	5.770564792	5.447909749	6.385258456	6.155223019	5.246788094	6.005624549	4.745237332	5.784242222	6.064149939	5.607922067	6.463851293	5.472487771	5.534497434	5.983449691	5.57198012	4.13996057	5.557655155	5.661920579	6.102868054	6.513332824	5.063502942	5.226123143	6.345893086	6.141391916	5.726013749
22995	2.087462841	3.203201156	4.768184325	2	3.397802962	1.843983844	1.678071905	1.550900665	0.831877241	1.427606173	1.959770155	4.308156975	2.017921908	0.879705766	3.12763328	0.632268215	2.815575429	2	2.462052319	3.285402219	2.861955364	1.565597176	2.13422094	1.843983844	2.307428525	1.748461233	2.03562391	2.589763487	1.589763487	0.464668267	2.124328135	2.518535139	3.672425342
22996	2.739848103	1.843983844	2.873813198	4.263785614	4.572889668	3.895302621	3.500802053	2.875780063	1.847996907	2.459431619	5.263785614	1.839959587	1.641546029	2.5360529	1.687060688	3.231125158	3.331991778	4.343407822	2.580145484	4.079804755	3.117695043	2.495695163	2.918386234	3.244887059	1.883620816	2.950468414	4.185866545	2.117695043	2.23572706	3.09085343	3.139142019	7.421139126	3.032100843
22999	3.949534933	2.50589093	1.565597176	3.258518925	2.784503983	1.422233001	1.956056652	2.060047384	0.970853654	2.855989697	2.339137385	3.166715445	2.648465443	1.739848103	2.46727948	2.46727948	1.90303827	0.847996907	1.214124805	2.543495883	2.097610797	3.053111336	2.629939409	3.390942773	2.841973119	2.99095486	1.350497247	1.384049807	1.709290636	2.46727948	2.3305584	2.592158002	1.232660757
23	7.381888983	7.889230152	7.472244052	7.560867774	7.735319081	7.588564737	7.515305605	7.726150026	7.131239633	8.260402093	7.504779271	7.907671844	7.104546339	7.34536089	8.328719801	8.004332843	7.752347192	7.723285505	8.172027399	8.172727518	7.705770603	8.132525434	7.664909442	7.449808955	8.261765855	7.756356166	7.709635275	7.76884596	7.638218679	7.479376091	7.397802962	7.835355674	7.619119511
230	7.935754386	8.264348763	7.309521828	9.750422271	8.605701739	8.401988775	7.532550739	7.398914668	8.524855097	7.655208697	7.996332249	9.143587294	8.617724575	7.987377718	7.911691582	7.408966552	7.504699834	7.718567124	7.444352337	8.405226575	8.768250502	7.906108924	8.695471911	8.725332171	7.780966198	8.009884589	7.173727099	8.173677136	7.913667344	8.285540933	7.598350316	9.178241565	7.899840258
23001	5.522620761	4.837438715	3.17951105	4.512226887	5.368069877	4.489928219	5.315783575	5.380937195	4.921721947	5.545350645	5.112283109	3.645009884	4.816087659	4.271276259	5.896029603	4.622930351	5.191404729	4.409390936	5.268658955	4.265286858	5.408711861	4.418189948	3.807354922	5.086189313	5.3305584	4.788685711	5.401220862	4.815575429	5.510961919	5.167919866	4.535430915	4.751142325	4.817623258
23002	5.963474124	6.7106687	6.838321521	7.24697806	6.943804144	6.222070355	6.660780334	6.200653436	8.1017131	7.157650097	6.242793024	5.607922067	7.01368557	6.88886499	8.210768738	6.304328503	6.290940402	8.032486598	6.43629512	8.012624539	7.440620048	6.217812331	6.257387843	6.653346693	6.159871337	5.457462965	8.31854281	7.179610571	6.084064265	7.472731449	7.363696745	8.516684949	6.765004246
