	Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8	Sample 9	Sample 10	Sample 11	Sample 12	Sample 13	Sample 14	Sample 15	Sample 16	Sample 17
119016	7.131754091	7.122776238	6.74281467	7.220233204	6.769507291	7.052568051	7.154615611	7.219555769	6.976592762	7.276496666	7.555049213	7.08459582	7.572889668	7.309612772	7.258613142	7.185668359	6.593204354
1191	10.00884876	11.89027568	10.86216465	9.801045456	9.721030813	6.837186385	8.643567622	11.13332206	6.949184722	11.79418027	9.107112434	8.540864216	7.333065878	12.90328499	7.031770114	7.011227255	9.653812419
1192	11.4012262	10.48754865	11.09235413	11.67930415	11.40228197	12.25322998	11.23324218	10.62263757	10.54109662	10.64573048	10.54013773	11.19055931	9.901575908	12.56115904	10.99976047	11.06798552	11.2849224
1193	3.864928972	1.744161096	1.50589093	1.416839742	2.684818738	4.292781749	2.456806149	4.510961919	3.310340121	3.659924558	2.914564523	4.100136671	2.021479727	3.496973581	2.10433666	4.422233001	2.887525271
1195	6.914444932	6.915759896	6.266036894	5.114367025	6.723285505	7.307428525	6.03848008	7.889473543	8.564073256	7.03727239	6.478001056	6.902556005	6.390598906	7.643711913	6.894090171	5.730096466	6.180903709
1196	6.235344128	7.494735605	7.270528942	7.229011037	7.347222718	7.112074551	7.43970624	7.810571635	7.748461233	7.450138997	7.720688885	7.608661418	7.674827832	8.013071384	6.811471031	7.318859106	6.504143652
1198	7.48188014	7.029342449	7.09529152	7.121326293	7.545196172	7.091911357	7.419707421	7.974816079	7.991918604	7.689508839	7.272023189	7.272489824	7.865300243	7.729144865	7.907431505	7.687760584	6.76035403
12	6.322288724	6.797272432	6.314152694	6.676803354	6.526538363	6.333244817	6.533874777	7.030887799	6.191996847	6.183288001	6.361592924	6.350497247	8.436836445	6.579391371	8.494055532	13.79298241	6.276124405
120	6.404290064	7.330648028	7.773930411	8.603069929	8.568868163	6.366497076	9.143332189	7.315058966	7.958320706	7.408457125	7.853496704	8.080337882	8.185321468	7.556812571	7.096451624	6.874305166	7.094658343
1200	7.213833283	7.151777655	6.626585151	7.348551126	7.104651167	8.201927859	8.604997922	6.754353072	5.814806743	4.479618608	6.762747442	7.155121802	9.826977419	7.395319911	8.985358112	8.191503432	8.419412482
1201	8.721099189	8.301541922	8.893180163	8.338424415	8.232612794	8.154969964	7.778602845	9.980268129	7.998364771	9.051535244	9.432186925	8.756122615	8.893119476	8.789631451	8.477839201	8.265896292	8.101345421
1203	3.323370069	3.921245889	4.024142346	4.276496666	5.632559052	4.919340082	5.807870078	4.597531174	4.202417722	3.140778656	2.698218478	6.760886243	4.686500527	3.368768349	5.282439805	3.648465443	4.634593268
120526	3.264536431	3.783456654	2.794935663	2.229587923	3.486714373	4.052241981	3.555816155	3.29130886	4.473786912	2.853995647	2.304511042	3.784503983	3.360364277	3.995484519	3.140778656	3.902073579	3.57167681
1207	6.961970533	8.572359168	7.910133013	8.268097486	8.781687562	8.997800468	7.23227701	9.216430613	9.419096408	8.593951284	7.758423112	7.254934119	7.778208576	8.917193037	8.007139425	7.941927925	8.746211979
1208	3.353323291	2.195347598	2.073820233	3.428946345	2.469885976	2.03562391	1.867896464	2.100977648	3.416839742	3.539779192	2.416839742	2.82374936	2.889473543	2.709290636	2.555816155	2.336283388	2.166715445
1209	8.328226119	8.72628629	7.641618278	7.594473905	7.964514154	7.67058544	7.812819074	7.712802101	6.914684105	8.027353134	8.606849335	8.674404154	8.551169914	7.842853156	8.706150628	8.700751806	7.221393782
1211	10.43509724	10.48202137	10.48133527	10.62643001	10.08683948	10.85705569	10.14653049	9.923802858	10.02793363	9.997701693	10.20430214	10.34795349	10.32449561	9.89730094	10.65425114	10.25668047	10.72684824
1212	8.538188932	7.677508242	7.232852592	7.968781974	7.79753184	7.141494101	6.522306893	8.000563443	7.416501993	7.144556282	9.147891759	7.866228001	7.651267003	7.859162029	7.602364826	8.009100789	8.134631671
1213	7.032541697	6.964052011	7.449561375	7.794350879	7.159770445	6.435628594	7.204082012	6.714795011	6.078951341	6.494735605	6.068025839	6.969012308	7.364747506	5.917670434	7.029232003	6.637928981	7.321567376
1215	5.990274183	5.056583528	5.273888824	4.857483428	4.654779217	5.328405659	5.667040559	5.623808348	5.319039816	4.782408565	5.642701572	4.59812696	5.831877241	5.781884235	5.497293009	5.155020578	5.525755693
122616	7.105803772	7.482525641	7.521678952	6.628919374	7.274913895	7.222843193	7.30560579	8.015415052	6.165309016	7.052568051	7.370774576	7.182295025	8.034468852	7.135452784	7.280028357	7.612352499	6.952333566
123	8.890142654	6.03760186	7.863690714	8.740556588	7.618605744	8.371602422	7.923565191	4.572283367	7.310249222	5.872089989	5.697106574	7.797856033	7.096451624	7.051480865	7.351115917	6.386121157	7.936991209
1230	5.253611152	4.893362211	4.453517579	5.258895755	6.29388543	5.13996057	7.411510988	4.832383717	4.989593185	4.183486514	4.986865972	4.906890596	6.167719199	6.51364865	5.022367813	5.331275267	4.3652726
1232	4.21490191	3.058316496	2.456806149	3.47118746	3.617063344	2.887525271	4.141596278	4.403949364	4.275007047	3.655351829	3.577730931	3.174725988	4.335569006	3.737686761	3.935459748	4.602884409	3.764473551
1233	2.731183242	2.032100843	1.3950628	1.201633861	1.827819025	1.82374936	1.996388746	2.097610797	2.397802962	2.117695043	1.646162657	1.831877241	2.217230716	1.790772038	2.147306699	1.937344392	1.682573297
1234	2.462052319	1.691534165	1.575312331	1.757023247	1.495695163	2.650764559	1.929790998	2.017921908	1.632268215	2.077242999	3.689299161	1.871843649	1.895302621	4.687620632	1.077242999	1.137503524	1.722466024
1235	3.097610797	2.859969548	2.702657543	3.0721058	4.426264755	2.427606173	1.910732662	2.689299161	3.64731451	1.608809243	2.333423734	2.956056652	2.769771739	2.942983598	3.460742564	3.435628594	2.695993813
1236	5.826548487	5.735522177	5.116447936	4.868884273	5.045268215	4.851998837	5.296824459	5.508111681	4.997744026	5.320845668	4.993221467	4.915998852	5.71616783	7.403267722	5.241458871	5.561326136	4.914564523
1237	2.735522177	2.634593268	2.835924074	2.72900887	2.039138394	2.469885976	3.727920455	3.934516502	4.078951341	4.325530332	2.053111336	3.053111336	4.087462841	1.847996907	1.922197848	3.336283388	2.994579724
123720	3.659924558	4.529196268	2.963474124	2.028569152	1.929790998	3.295723025	4.601102203	2.22342255	3.377123749	2.641546029	3.595742339	3.85698569	4.719731057	2.263034406	3.482848283	2.313245852	2.378511623
1238	5.697384631	5.923386916	6.201829866	6.545505101	5.550285049	5.689299161	6.390254956	6.557655155	6.144862143	6.761684194	6.319762428	5.925287387	6.627023106	6.512542955	6.827692021	6.627606838	5.9795681
124	3.710393192	3.586164246	3.57167681	3.353323291	2.967168608	3.361768359	3.574101508	3.687060688	3.64038956	3.764473551	3.516015147	3.810443104	4.825785627	4.263785614	4.307428525	3.341985747	3.459431619
1240	4.269781238	4.014355293	3.03562391	3.746312766	3.214124805	2.893362211	4.34978987	4.334139179	4.069530325	4.645009884	4.433627167	5.04745114	4.396433531	3.612352499	3.576522138	4.244887059	2.408711861
1241	6.728464765	7.698426865	6.612647378	6.988684687	6.213541702	6.331812684	6.597531174	6.513332824	6.658211483	7.777090896	7.018367116	6.618091794	6.479456935	8.595518579	7.488964817	7.63234093	6.368069877
124222	5.292781749	4.477029653	6.250772132	4.861459166	4.21023299	4.789729251	7.111761659	6.773468928	4.803743669	4.550900665	4.791814071	4.321206567	4.496973581	4.75595577	5.40599236	4.074676686	3.839959587
1244	6.983107617	9.621300983	0.516015147	3.589763487	6.177319866	2.147306699	5.294620749	3.468583317	3.559491813	9.170450888	2.347665656	0.454175893	6.833143096	1.859969548	4.636334602	3.886550147	3.403267722
124565	2.084064265	0.613531653	1.618238656	3.063502942	0.084064265	0.214124805	1.028569152	2.477677328	1.580145484	3.148934105	3.250961574	2.477677328	1.220329955	0.713695815	2.853995647	1.021479727	3.403267722
125	2.780310099	2.849999259	3.473786912	2.456806149	2.904965719	2.40599236	2.634593268	3.053111336	3.767654798	2.63691458	2.89917563	3.193771743	3.270528942	3.718087584	3.739848103	3.282439805	3.743084056
1258	5.787380222	6.547203025	6.230356745	6.28872768	4.634593268	5.338424415	6.371907298	4.135042286	5.530757457	5.199279721	4.176322773	4.755421735	5.936637939	4.375039431	5.859721129	5.024142346	5.324810603
1259	5.449231201	4.560714954	2.746312766	5.107687869	3.56315813	4.364572432	3.114367025	4.483493351	5.003602237	4.378511623	4.916954279	3.367371066	4.414135533	2.879705766	3.385431037	3.83491343	4.146492307
126	2.815575429	2.671293372	2.480265122	2.803227036	1.855989697	2.503348735	2.831877241	1.948600847	2.847996907	2.843983844	2.533563348	2.147306699	2.941106311	2.927896454	2.510961919	2.495695163	1.773996325
1261	3.859969548	3.657640005	2.456806149	3.794935663	3.364572432	3.016139703	4.001802243	3.619413011	3.708187236	4.055716264	4.182692298	3.61117238	3.375734539	2.927896454	3.884597921	4.412104045	3.702657543
1263	8.368986552	8.16857184	8.067004043	8.171577143	8.627387966	8.547203025	8.880501871	7.603477988	8.36018867	8.360627646	8.434586531	8.087515881	8.407310258	8.579579936	9.115121702	8.890446693	8.226701185
126353	2.974529312	7.490730564	2.229587923	2.173127433	6.237257771	1.875780063	2.307428525	4.786073552	1.794935663	3.220329955	4.193771743	1.815575429	2.304511042	2.40599236	2.565597176	1.996388746	2.283921772
126393	2.558267634	3.08236197	2.386810946	2.260025656	1.819668183	2.477677328	2.482848283	3.165107985	2.873813198	2.572889668	1.859969548	2.480265122	2.247927513	4.493775408	2.397802962	2.959770155	4.753818443
1264	3.635754391	2.13093087	2.548436625	2.843983844	1.655351829	1.933572638	2.060047384	1.831877241	2.553360503	2.260025656	4.370164281	2.606442228	2.307428525	3.424922088	2.260025656	2.392317423	4.556429415
1266	9.780884202	7.596264312	9.535936298	8.214027638	8.901771981	8.578108472	9.114262901	3.743084056	5.634593268	5.385085854	9.652378934	9.565844661	5.522934561	2.702657543	9.181996999	7.613236955	9.854369742
126626	5.614415387	6.181897643	5.902314812	6.132782457	5.183089461	5.523248293	5.444932049	6.022811651	5.763677142	5.394376945	6.161283075	5.351557662	6.412950846	5.976134473	5.941341105	6.188044796	5.768449015
1267	8.911961163	8.994749416	9.060722948	8.926888964	8.146339557	8.830768706	10.17078886	8.198739689	8.750271516	8.729382824	8.519282415	9.112152764	9.248117329	8.847777731	10.07772367	10.606507	8.358035754
1268	4.727375939	2.253989266	2.50589093	1.056583528	2.14404637	2.427606173	1.495695163	2.675815931	3.71259578	2.720278465	1.835924074	3.085764554	3.584962501	3.781359714	2.904965719	1.682573297	2.967168608
1269	4.508428653	3.94204526	4.64038956	4.049630768	3.189033824	3.800123353	4.464014725	3.94204526	3.574101508	3.554588852	5.032541697	3.799087306	4.232660757	4.029452886	3.602884409	5.364572432	3.424922088
1270	3.965322548	3.15704371	2.584962501	3.415488271	2.44625623	3.349082146	4.00270252	3.693765712	2.589763487	2.843983844	2.922197848	3.288358562	4.055716264	2.784503983	3.646162657	2.653060017	3.628773595
1271	3.794935663	2.367371066	4.66448284	3.401903472	2.111031312	2.817623258	4.460742564	3.795974694	3.509695842	3.125981654	3.67468662	3.66106548	3.168321116	4.302319051	3.377123749	3.016139703	3.116031993
1272	6.404119724	8.828422138	5.899900664	6.1393467	6.355086762	5.9380505	6.506208389	6.726695004	6.032541697	7.510012465	6.433460256	6.279285561	7.888438851	5.820689561	6.748461233	6.195741293	6.352264173
127544	7.232660757	7.137298581	7.408542042	7.884048381	7.489767697	7.415403762	7.975676038	7.177319866	6.610286657	7.086613947	7.026910691	7.687270693	8.368550113	7.399085624	8.417346217	7.793245639	7.605479518
1277	9.46051733	5.445594291	6.031880366	6.316869805	5.34020618	6.365972428	5.243745235	6.350674037	6.492654371	5.747118816	6.157245867	13.02271111	6.258707352	5.832636888	6.207502459	7.325620272	6.581200582
1278	4.106850796	3.749534268	3.683696454	4.110196178	3.40053793	4.703765179	4.900625333	4.246408087	4.028569152	4.016139703	4.390942773	12.96169024	4.430954271	3.821710215	3.737686761	3.835924074	3.993674362
127833	3.958842675	3.418189948	3.930737338	3.543495883	3.313245852	3.047887329	3.669026766	4.13093087	3.527320608	3.407352751	3.924099886	3.507160349	4.033863452	3.94204526	3.439623138	3.243364426	3.521050737
128	6.934398552	7.111553026	7.24583789	7.360276476	6.695576306	6.417852515	6.76897825	6.94356975	7.812498225	6.549669171	6.042425465	6.713008392	5.847495884	6.715344295	5.868390453	5.431957188	7.131342539
1280	8.059398544	7.96121815	7.922078888	7.604219619	7.677085351	7.537373729	7.936579052	7.715344295	7.607182337	7.717059462	8.104598754	7.688110405	8.167217409	7.692510892	8.114419084	7.834091759	7.689858236
1281	1.835924074	0.948600847	0.807354922	0.765534746	0.90303827	2.464668267	0.748461233	1.292781749	1.097610797	1.361768359	1.531069493	12.20124177	1.207892852	2.289834465	1.014355293	1.575312331	1.526068812
1282	8.86968637	5.985955755	10.32284076	10.34579331	2.176322773	4.139142019	6.454175893	2.87774425	1.622930351	6.46760555	9.963835331	10.37835989	4.39848719	2.485426827	5.820178962	7.372603915	10.66365594
1284	11.28278728	9.392467696	12.11394397	11.89465484	4.989593185	4.799087306	9.326204751	5.349082146	4.467931546	9.569741707	11.88150021	12.14854014	5.862947248	8.599131791	9.158205728	9.538169528	12.35663078
1285	4.307428525	4.755421735	4.957914599	3.936402378	4.000901403	4.316869805	4.369466484	4.553360503	4.7322692	4.274261661	4.176322773	4.70763522	5.252476214	5.287620044	4.04701482	5.118110506	3.992768431
1286	3.609991295	3.804260116	3.924099886	2.575312331	2.937344392	2.570462931	3.681449265	3.865918815	3.152183419	3.427606173	2.773996325	2.883620816	3.771885579	3.114367025	2.339137385	3.713695815	3.969933275
1287	5.055716264	7.133912814	4.432959407	5.351910961	4.592158002	2.198494154	3.350497247	4.438292852	3.853995647	8.51566042	3.842978832	3.075532631	4.306699707	1.464668267	2.769771739	5.077242999	5.630230716
1288	4.914564523	8.848059522	4.065227623	4.628190335	4.329841177	3.544732656	3.708187236	4.747924416	4.029452886	10.2252677	4.045268215	3.089159132	2.757023247	2.948600847	4.038260575	3.980939266	5.310340121
1289	4.770300489	4.771357409	4.086613947	3.087462841	2.111031312	3.749534268	3.534808661	4.224966365	2.558267634	4.428946345	4.44625623	3.351910961	3.679198571	4.172327492	3.976363636	4.078097423	3.365972428
1290	4.529196268	7.516093963	3.124328135	8.218248388	4.819157224	4.731183242	6.151980551	5.256633295	3.384049807	11.0475193	4.544732656	11.70079081	5.291677223	4.401903472	6.08491466	6.86505274	4.496973581
129025	3.574101508	4.683134985	2.837943242	2.516015147	3.852997588	2.9800253	4.005399988	3.460742564	3.448900951	4.09423607	4.695993813	2.558267634	5.939696741	2.925999419	4.888986721	5.857980995	3.788685711
129080	6.602587527	6.404630684	6.806324057	6.684818738	7.145066014	6.478810059	7.533173967	7.538460564	6.718361626	6.467768557	7.800252806	6.93298241	7.567575869	6.790511412	7.407607682	7.239264368	6.411765185
1291	9.351822645	7.517118185	7.534186139	9.199549661	8.364266002	10.72999454	8.543186525	7.182493675	5.810443104	8.586126707	7.98464631	11.15864124	7.338246117	6.088099184	8.123655851	8.302273349	8.318045633
1292	9.999239003	6.847746417	8.731556632	9.387241898	7.670089681	11.17733233	8.136170875	6.525912261	6.022811651	6.799605422	7.613384311	11.96361862	7.58458675	6.203788453	6.80451827	7.938991439	6.451705665
1293	5.055282436	3.593353771	4.414135533	8.695402309	4.170726276	7.157953195	5.669593751	4.849498932	4.586764743	4.491853096	4.498250868	11.14479843	5.229203358	9.965380273	4.434294618	4.668459557	4.316145742
1294	6.865423978	7.592083234	6.206135253	5.367021533	5.671293372	5.527633387	5.073820233	6.080018029	5.275379596	6.981624361	5.14974712	8.178664851	4.887037791	7.273049587	5.543805176	4.550285049	6.957682486
1295	6.099084761	4.344118335	7.547434405	5.850249358	3.588564737	3.979110755	3.666756592	4.438292852	4.03562391	7.837880186	5.565901767	5.309248961	4.120186028	4.181897643	3.962549023	4.3950628	7.966361247
129642	5.288358562	5.578032972	5.607034346	5.299024807	5.837186385	4.962549023	5.974070367	4.608217853	5.915042791	5.497293009	4.241077458	5.871843649	4.655924213	5.248686627	4.590362488	4.248686627	5.44625623
1297	8.698878266	8.690871009	7.929495139	8.207356035	7.953381656	7.908752874	7.850311876	8.104755987	7.96127604	8.568184151	8.794383373	8.30103885	8.448116305	7.717402251	8.784405828	9.120030467	6.967399199
1298	5.48058827	5.299391206	5.053111336	6.227471546	5.147306699	4.654206378	5.957218149	5.897966432	6.045268215	4.537296067	8.362206855	5.318316841	6.277426897	4.985955755	6.374517881	5.866413481	5.287250643
1299	3.241840184	1.584962501	1.541019153	1.555816155	5.915042791	6.27817065	8.191898177	5.559797696	6.308885057	5.22881869	2.849999259	1.90303827	2.14404637	1.40053793	4.46139759	8.951634417	1.531069493
13	2.528571319	8.342296946	2.182692298	1.918386234	4.71259578	2.09085343	2.565597176	3.521050737	3.632268215	7.999774561	2.003602237	2.485426827	3.654206378	2.861955364	2.414135533	2.797012978	2.13093087
130	4.69543711	5.603774686	3.964398632	3.870857864	3.053111336	3.249445341	3.915520901	4.053111336	4.481557281	3.033863452	4.450221496	3.575312331	4.005399988	4.628190335	4.388878339	4.178714641	3.710393192
1300	5.995032192	5.746850183	5.524502537	5.55059289	5.530757457	5.533874777	5.722466024	5.602587527	5.506843099	5.87036472	5.925762114	6.018812186	6.423578171	5.964398632	5.993221467	5.888986721	6.040673293
1301	2.689299161	3.03562391	2.459431619	4.828834649	1.722466024	3.718087584	9.240862869	2.422233001	2.269033146	1.914564523	2.937344392	3.768713657	2.967168608	4.034743949	8.794123399	4.198494154	3.124328135
1302	6.470211457	5.855989697	5.421896512	5.786596362	6.102658131	5.624100895	6.682573297	5.979796718	6.165107985	6.139551352	6.209258394	6.202025845	6.218781168	6.131959823	5.882153917	6.29388543	6.139142019
130497	6.348374075	7.568032105	7.097400107	6.956056652	7.64738647	8.226845659	7.644216818	7.796948107	8.485104761	7.706944902	7.530289278	7.721235931	6.814422247	8.027629592	6.755288195	6.531069493	8.1755745
1305	5.437960088	4.253232939	3.382667253	4.996388746	5.906169068	5.116031993	3.627606838	3.981852653	4.169925001	4.04701482	4.579542225	3.588564737	3.539779192	4.590362488	3.813524689	3.825785627	5.223036338
1306	3.454175893	3.174725988	2.780310099	3.61117238	2.99095486	3.237257771	4.359661722	3.606442228	2.485426827	2.430285273	2.883620816	6.088099184	3.279471296	1.906890596	6.491853096	4.124328135	3.552131108
1307	6.214319121	5.987320866	6.108942569	6.730096466	5.491532462	6.045705065	6.901108243	5.939696741	5.885086225	6.37521324	5.940871478	9.639413068	6.165710992	7.186956082	7.695019442	7.723080678	7.102763097
1308	2.370164281	2.17951105	2.653060017	1.550900665	3.317593505	3.625270489	1.97819563	1.799087306	2.659924558	2.214124805	3.998195503	1.565597176	1.531069493	2.895302621	2.86393845	1.839959587	2.469885976
130872	4.120186028	4.804260116	4.368069877	3.438292852	4.128458384	4.463360886	4.244887059	6.267910281	5.697106574	4.631686366	4.799087306	4.126807703	4.837943242	4.82984956	2.469885976	2.687060688	4.587364991
131	3.042644337	2.063502942	1.111031312	0.86393845	1.028569152	1.214124805	1.560714954	0.176322773	2.622930351	1.23878686	1.070389328	1.531069493	3.709290636	1.427606173	1.613531653	1.550900665	0.669026766
1310	5.65621032	4.992315252	4.832383717	5.066519781	4.752213368	5.699329526	5.256255873	5.044831233	5.421559945	4.654779217	5.464994927	5.476705707	5.502712486	5.492494152	5.403949364	5.436628267	5.514753498
1311	6.031880366	5.505255801	5.652486495	4.90833257	4.758622982	5.270528942	5.091699834	4.547203025	5.341985747	4.595742339	5.27351589	4.759155834	4.698774109	5.361768359	4.881175155	4.933100475	5.510645504
1312	9.124198874	8.835197745	8.963329616	8.661742475	9.16964946	8.90478513	10.00052119	10.25731712	8.861273048	8.685764985	9.623186489	9.214391982	9.537626103	10.35427142	10.46924497	9.491231802	9.330670434
1314	7.871720462	8.553974808	8.007083347	8.702241961	8.501001175	8.436128517	9.265310302	7.995767151	7.601473678	8.720962434	8.589463893	9.629247321	8.224628797	8.845239126	9.003349248	9.563081844	7.707566203
1315	8.992031943	8.925762114	8.122206791	8.830261663	8.63343121	8.788783575	7.594324604	8.748595406	8.788033114	8.197708158	7.77016832	8.742511551	8.190713617	8.478405614	8.055878915	8.056149961	9.142872887
131544	5.687900522	6.497452696	5.802451741	5.362820526	6.257387843	6.669310286	6.478324711	5.209063395	6.053111336	6.377470843	6.031880366	6.237831369	6.039357765	6.376081967	6.483976963	5.955359305	6.257199243
131566	6.575766127	7.068563335	7.220136447	7.864062303	6.553821257	6.159064009	6.174126737	4.971313624	3.815575429	5.602884409	5.363871925	5.435961895	5.949534933	4.961160258	6.054631449	6.3652726	8.591110891
131578	5.39848719	5.23610989	5.678916987	5.000901403	4.488000771	6.271836493	5.323370069	5.446587085	4.751142325	5.341274184	5.299391206	8.301221805	4.623515741	5.432959407	5.574101508	5.97819563	5.837691
1316	8.791586191	7.668743189	9.112778311	8.83206719	8.223132901	8.774754121	8.676944359	6.783849492	7.765070569	7.29388543	7.677085351	8.320755429	7.986069563	9.032155957	8.43162296	7.202319762	9.10624885
1317	7.654349609	6.571525131	6.27817065	6.630958725	7.241840184	7.018478396	4.197708158	6.414642958	6.239741718	6.910013053	6.579240501	7.083851588	8.203201156	5.813524689	8.007924291	7.534653056	6.04176865
1318	6.781884235	5.236875245	5.413458688	5.933808662	6.272209861	5.747655933	5.933808662	5.374691752	5.315058966	5.087038457	5.249445341	5.962549023	6.020813304	5.539469035	5.459759467	5.72628629	5.959074601
132	5.118110506	4.816087659	5.101818134	4.600507645	5.011227255	4.488000771	4.329841177	5.460742564	5.512226887	4.821199978	5.10349764	3.822730148	4.688739868	5.142821844	3.897240426	4.062639828	5.247927513
1325	5.76394266	6.530133184	6.04592344	6.548590751	6.697940583	5.637204482	6.417683769	6.341630009	6.15704371	6.855491443	6.556122818	5.46760555	5.875288598	6.267535798	5.421559945	5.793895883	6.370164281
1326	3.897240426	4.846994687	2.550900665	3.337711092	2.827819025	3.007195501	2.021479727	2.35614381	4.08236197	4.614709844	3.739848103	2.23878686	3.423578171	4.316869805	2.084064265	1.678071905	4.350497247
1327	10.44431092	10.73227768	10.81054754	10.70653055	11.03391162	10.63744904	10.2614603	11.22804905	10.99762408	10.65965702	10.4840777	10.05294837	11.05014114	10.52786793	10.1616232	11.02986005	11.01581923
1329	11.33130326	11.08003136	10.9195412	10.58871464	10.71330918	10.93242885	10.39071712	11.07346546	11.4705572	11.09466494	11.20206259	10.34986726	11.1393403	10.63812815	10.75963024	12.28915724	10.59604063
133	11.75078653	9.066439055	6.687340687	8.592457037	8.498849207	8.682573297	6.475084883	5.069100632	4.424250286	6.633867092	7.423241996	10.81033063	8.81752733	4.872336288	4.443606651	6.722739236	9.407586439
133619	5.733083132	5.23610989	5.408711861	5.515384461	5.172327492	5.699329526	5.759422186	5.970623614	5.435961895	5.570159302	5.746043983	5.46727948	6.522149933	5.865918815	5.795974694	6.036503334	5.669593751
1337	12.12319347	12.56273135	12.71889457	12.19121347	12.49845283	12.54049617	12.4105653	12.93374413	12.76928413	13.00619983	12.64694116	11.76589935	13.08001636	12.30855803	12.84379546	12.56107071	12.10184767
1339	6.647026633	6.388189537	6.874796966	6.424922088	6.126394738	6.414135533	6.458775699	6.220136447	5.449231201	6.355967689	6.653633311	6.638653116	7.340473255	6.249445341	6.323550215	6.946847805	6.642268352
134	8.649579535	5.026357447	9.075693064	8.56536869	4.736604875	4.365972428	4.888986721	4.771357409	3.99095486	5.239550797	7.552207976	6.060263599	4.888499736	4.958842675	5.575917361	5.053980168	7.15754905
1340	10.51185147	11.10923648	9.716922324	9.732523603	10.40237258	10.1425666	10.21617594	10.40487546	10.55165059	10.47797071	11.1394938	9.882276216	10.72843926	10.07984475	10.63166818	11.0963462	9.676644707
1345	9.459472604	9.736300449	8.536402649	10.03364324	10.53948842	10.02459949	10.11332544	12.13150332	11.08093741	9.693086153	10.36567723	9.674068654	11.11534933	9.946511562	9.42693562	10.46137712	10.02942528
1346	4.285402219	4.117695043	3.695993813	3.773996325	3.19061486	4.517275693	4.19061486	4.336283388	3.206330648	4.542877099	3.063502942	3.477677328	4.427606173	4.336283388	4.840966704	4.196921734	2.61117238
1347	10.52295417	10.85996955	10.61995399	10.65591527	11.35919499	11.39323492	11.22791071	10.3554392	11.260208	10.97141422	11.70908381	11.09999865	11.7359875	11.3301382	11.91625643	11.66008951	11.0437382
1349	9.148502004	9.014411089	7.701756963	8.476138625	9.298268816	9.058857621	8.713730177	7.8747355	9.579561081	9.484198565	9.97672163	8.742410497	9.695611103	8.498928966	8.182692298	9.53943026	8.04226129
135	7.257670696	6.090430042	6.856363275	6.190219764	6.425761401	5.074248523	6.04679661	6.056149961	7.21451341	6.072320216	6.220523436	6.580145484	6.211206929	6.153805336	6.069315495	7.27640361	6.382321407
1350	10.29650329	10.58102165	10.39176987	10.8844224	10.88058605	10.71421976	9.915296807	11.5655353	11.66840637	11.0546518	10.35249592	9.574631368	10.87513498	10.84848993	10.29186137	10.87335183	10.51002236
1351	10.88983855	11.98138533	10.87508121	11.25666278	11.63240001	11.6400551	11.20010165	11.60039149	11.77021375	11.44272583	12.39171617	10.82038641	12.11516723	12.00795932	11.57815094	11.85616872	11.44252887
135138	4.108524457	3.584962501	3.109360559	1.799087306	3.580145484	3.94673086	4.151371776	3.730096466	3.790772038	3.475084883	4.022367813	3.206330648	3.683696454	3.996388746	4.589164237	4.250203656	3.363171077
135152	3.841973119	2.558267634	2.983677695	2.107687869	2.137503524	2.568032105	2.916476644	2.070389328	2.769771739	2.582556003	2.070389328	1.98550043	3.323370069	3.220329955	2.482848283	3.50589093	2.275007047
1352	4.630521963	3.541019153	3.641546029	3.833902077	3.448900951	4.024142346	3.459431619	5.012568674	3.349082146	4.325530332	3.83491343	5.024142346	3.700439718	4.886062338	3.504620392	3.790772038	5.062208078
135295	6.16711703	6.665762267	5.914803677	4.972692654	7.750405521	8.249919335	6.984817174	7.917670434	7.400110932	7.474517164	5.73714592	5.542567608	6.822602696	7.577806447	8.318226444	6.882887553	4.314696526
1353	6.997518235	7.802839441	7.77445764	7.802839441	8.285124751	7.258895755	6.519321735	7.540554292	8.315828851	7.487598895	6.586464526	7.109047078	6.759289016	7.307246355	7.266599166	7.105384749	7.011450912
1356	7.412866188	6.929554316	4.684257705	5.037821465	3.989139007	4.878234879	5.009436756	5.17512535	5.11353382	6.21042783	7.385431037	4.532940288	5.036942845	4.87036472	5.203984166	5.196134881	5.043956873
1357	4.705425039	4.360364277	4.448900951	4.817623258	3.947666157	4.111031312	4.232660757	3.736604875	4.931683057	3.911691582	4.64731451	4.268284667	4.679198571	4.319039816	4.473786912	4.704871964	3.960697039
1358	4.344118335	4.512226887	3.82984956	4.119356177	2.841973119	2.847996907	5.286141873	3.475084883	2.797012978	5.04745114	3.700439718	5.136683578	4.932628157	3.775050541	5.093391153	4.162693432	2.996388746
1359	3.185866545	1.063502942	1.782408565	2.837943242	1.989139007	1.618238656	2.214124805	2.021479727	1.201633861	1.292781749	3.012568674	2.160274831	3.518535139	2.150559677	3.277984747	1.895302621	2.166715445
135948	4.566815154	4.934044647	4.561326136	4.867402306	4.303050085	4.410748128	4.614709844	4.344828497	3.993674362	5.110196178	4.791814071	4.812498225	4.946262984	5.257387843	5.052241981	4.762348816	4.408032466
136	5.76420813	6.540399306	5.663059924	5.675815931	7.517669388	4.477029653	7.24060055	3.073820233	4.645586386	5.904965719	3.820689561	5.213347282	5.582556003	2.95419631	4.366671916	7.379551653	6.819284981
